Time (h),OD 600,Product (kg),Time (h).1,DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h).2,Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,57.03,17.34,23.43,40.09,180.83,100.4,7.12,27.82,522.04,1.85,112.08,,,,,,
,,,57.05,21.83,20.72,33.68,203.63,125.61,6.61,34.3,496.25,2.48,85.18,,,,,,
,,,57.07,19.97,22.74,38.52,212.15,134.64,7.36,36.41,560.81,2.72,125.46,,,,,,
,,,57.08,17.6,24.65,31.78,161.6,113.07,6.41,37.94,502.65,2.41,106.29,,,,,,
,,,57.1,24.24,23.17,36.59,193.22,84.3,7.5,43.72,545.2,2.94,102.91,,,,,,
,,,57.12,18.03,15.32,40.11,192.49,143.5,6.19,52.23,537.58,1.99,109.7,,,,,,
,,,57.13,26.32,17.5,35.23,205.11,96.91,7.34,30.86,479.1,1.93,118.76,,,,,,
,,,57.15,17.42,18.11,38.96,172.06,90.87,7.9,37.69,561.85,1.89,94.83,,,,,,
,,,57.17,18.61,21.78,38.91,176.56,86.85,7.6,39.35,433.41,2.17,118.12,,,,,,
,,,57.18,17.99,22.4,42.61,193.39,96.85,7.81,31.06,651.43,2.03,100.86,,,,,,
,,,57.2,22.14,18.81,42.47,174.45,127.7,6.61,41.35,489.15,2.34,92.02,,,,,,
,,,57.22,20.11,24.37,37.42,220.38,91.95,7.54,34.99,510.04,2.58,111.72,,,,,,
,,,57.23,22.19,22.16,31.9,210.27,102.11,5.82,37.11,452.95,2.85,122.39,,,,,,
,,,57.25,18.33,16.94,49.43,172.15,121.13,5.31,34.76,571.99,2.51,116.85,,,,,,
,,,57.27,18.83,20.57,44.78,149.95,112.43,9.34,52.19,563.94,2.0,99.17,,,,,,
,,,57.28,20.21,22.83,33.69,211.12,107.67,5.77,42.95,476.23,1.96,93.57,,,,,,
,,,57.3,24.29,22.69,40.18,220.12,91.74,6.6,40.59,550.98,1.96,101.32,,,,,,
,,,57.32,22.11,16.1,38.44,194.86,121.77,7.4,39.15,522.39,3.0,102.33,,,,,,
,,,57.33,19.93,20.95,35.76,218.17,97.9,5.77,37.01,490.76,2.12,108.09,,,,,,
,,,57.35,24.52,19.51,34.89,183.83,96.49,5.92,36.68,538.85,2.14,121.73,,,,,,
,,,57.37,19.0,20.92,44.18,171.32,131.96,6.5,39.43,543.16,2.09,124.71,,,,,,
,,,57.38,24.52,21.57,41.73,237.51,111.51,5.7,32.71,562.91,2.41,107.37,,,,,,
,,,57.4,17.28,19.97,40.71,190.07,98.76,6.28,37.02,379.15,1.8,143.82,,,,,,
,,,57.42,16.49,24.31,39.87,245.37,138.79,7.64,24.23,654.32,2.39,115.0,,,,,,
,,,57.43,19.4,19.8,42.12,153.26,129.05,6.21,42.44,526.37,3.06,96.37,,,,,,
,,,57.45,15.34,23.13,38.0,159.16,100.31,6.11,45.64,562.0,2.38,113.71,,,,,,
,,,57.47,19.54,24.66,39.08,248.66,119.79,6.77,38.21,422.08,2.22,105.57,,,,,,
,,,57.48,19.24,21.25,33.68,189.82,121.8,8.37,31.04,436.05,1.78,111.63,,,,,,
,,,57.5,21.7,17.29,38.18,223.36,102.21,5.84,27.77,523.56,1.69,125.16,,,,,,
,,,57.52,21.38,21.21,27.74,245.38,106.26,6.68,42.8,519.67,1.81,109.54,,,,,,
,,,57.53,21.41,19.95,39.72,210.9,122.24,7.63,40.93,542.16,2.14,100.37,,,,,,
,,,57.55,18.22,23.01,54.79,205.88,111.76,6.4,38.06,517.57,2.19,76.12,,,,,,
,,,57.57,18.9,18.34,31.38,158.46,127.19,7.55,36.0,469.72,2.13,96.47,,,,,,
,,,57.58,20.75,20.67,41.58,162.37,102.46,6.51,38.93,531.59,2.39,99.31,,,,,,
,,,57.6,14.81,20.86,37.62,244.36,106.43,8.07,34.34,544.27,2.77,97.29,,,,,,
,,,57.62,15.31,24.45,45.59,153.35,142.57,8.01,28.14,435.95,2.03,100.36,,,,,,
,,,57.63,16.2,21.96,41.45,171.56,103.84,7.56,38.25,476.81,1.72,107.6,,,,,,
,,,57.65,15.63,22.13,41.63,208.31,107.49,6.29,24.29,557.72,2.01,113.73,,,,,,
,,,57.67,15.89,25.41,44.27,154.22,119.39,8.61,38.8,542.78,2.69,113.75,,,,,,
,,,57.68,23.37,21.72,34.22,182.59,107.63,7.44,34.65,451.62,1.93,110.81,,,,,,
,,,57.7,17.81,24.14,37.28,190.67,135.82,5.33,37.86,606.71,2.42,118.28,,,,,,
,,,57.72,15.64,20.45,43.05,194.87,87.17,5.26,47.9,506.18,1.93,117.02,,,,,,
,,,57.73,18.2,23.58,41.61,194.51,116.01,7.41,38.06,507.96,2.41,98.41,,,,,,
,,,57.75,15.67,22.21,37.98,240.77,102.82,7.76,43.97,475.02,2.6,88.34,,,,,,
,,,57.77,20.97,27.67,45.46,175.45,123.45,6.09,38.0,560.78,1.68,161.96,,,,,,
,,,57.78,20.87,18.25,44.64,203.25,89.78,4.45,33.82,703.92,2.39,133.03,,,,,,
,,,57.8,18.2,22.71,54.47,173.27,133.98,8.56,31.7,399.38,2.39,100.76,,,,,,
,,,57.82,19.28,16.2,45.59,220.86,128.17,7.39,34.98,568.71,2.14,98.43,,,,,,
,,,57.83,20.3,15.54,45.73,199.33,102.63,6.36,42.09,504.59,2.39,135.38,,,,,,
,,,57.85,18.9,23.05,46.32,137.84,120.35,6.54,38.93,468.52,2.48,105.54,,,,,,
,,,57.87,19.96,19.9,37.77,224.97,108.62,6.58,44.48,486.3,2.71,143.02,,,,,,
,,,57.88,21.06,24.66,40.38,195.53,106.92,6.2,31.99,475.18,2.37,136.1,,,,,,
,,,57.9,17.1,18.97,44.26,173.2,123.96,5.73,31.76,453.23,2.17,124.24,,,,,,
,,,57.92,18.6,19.99,36.01,188.31,112.3,5.78,49.25,553.54,2.05,106.76,,,,,,
,,,57.93,18.75,20.59,48.43,162.17,88.83,6.5,35.28,523.11,2.4,105.72,,,,,,
,,,57.95,17.37,17.29,47.0,198.09,101.33,6.26,36.77,514.16,2.29,112.2,,,,,,
,,,57.97,14.8,19.42,40.23,281.16,132.11,7.47,39.25,450.28,2.16,112.79,,,,,,
,,,57.98,18.96,17.18,47.01,175.69,99.56,6.7,43.55,609.98,2.23,88.61,,,,,,
,,,58.0,15.64,29.19,47.91,176.7,122.15,6.65,32.64,387.55,2.62,112.07,,,,,,
,,,58.02,20.19,23.63,42.91,166.83,119.4,6.34,33.05,653.23,2.04,127.72,,,,,,
,,,58.03,23.03,21.79,41.18,167.71,119.51,6.49,44.48,597.63,2.48,101.27,,,,,,
,,,58.05,20.7,18.89,36.31,165.86,121.41,6.23,28.84,621.89,2.01,93.6,,,,,,
,,,58.07,12.97,20.46,39.34,172.27,82.44,5.93,41.96,499.05,1.71,132.66,,,,,,
,,,58.08,23.61,25.6,48.67,227.05,93.98,7.23,43.25,627.55,1.81,82.17,,,,,,
,,,58.1,19.6,21.52,37.14,217.71,108.93,7.48,42.39,450.16,2.39,146.38,,,,,,
,,,58.12,20.41,22.07,37.59,224.7,113.25,9.33,31.83,435.09,2.2,119.05,,,,,,
,,,58.13,19.47,22.32,36.88,165.04,93.24,7.82,31.7,511.05,2.22,122.61,,,,,,
,,,58.15,19.6,26.51,38.05,200.67,108.7,6.94,35.84,348.64,2.46,107.97,,,,,,
,,,58.17,20.4,19.09,29.69,220.63,124.6,8.28,33.2,411.01,2.24,109.58,,,,,,
,,,58.18,21.25,13.83,38.0,215.76,122.1,6.9,44.72,607.31,2.39,113.57,,,,,,
,,,58.2,18.42,19.88,41.64,200.9,110.82,5.71,34.56,357.29,2.21,78.57,,,,,,
,,,58.22,17.42,30.58,47.86,218.29,96.78,5.9,31.56,526.75,2.2,129.47,,,,,,
,,,58.23,22.03,21.69,49.16,199.39,110.68,7.09,35.65,483.02,2.2,116.55,,,,,,
,,,58.25,20.1,18.5,36.15,193.95,105.8,7.78,32.23,540.62,2.52,119.52,,,,,,
,,,58.27,19.19,14.3,38.84,220.99,106.07,7.47,43.72,542.94,2.59,129.21,,,,,,
,,,58.28,18.6,18.56,36.49,218.37,103.82,6.06,36.37,625.59,2.46,90.22,,,,,,
,,,58.3,19.51,15.58,47.24,191.6,120.69,7.28,32.73,427.65,2.1,113.56,,,,,,
,,,58.32,16.81,19.09,38.69,232.96,118.63,6.2,36.0,464.18,1.93,100.62,,,,,,
,,,58.33,15.83,25.75,41.83,162.48,89.44,6.8,38.77,485.08,2.46,115.88,,,,,,
,,,58.35,20.91,22.64,36.22,173.71,130.38,5.75,30.6,469.73,2.89,92.72,,,,,,
,,,58.37,17.44,24.59,48.28,199.42,114.78,7.92,46.5,560.14,2.12,109.07,,,,,,
,,,58.38,20.15,20.23,37.44,183.96,102.98,8.55,42.25,545.9,2.31,98.39,,,,,,
,,,58.4,18.58,16.33,38.26,195.09,109.01,8.61,35.87,451.94,2.23,115.66,,,,,,
,,,58.42,16.46,21.57,43.36,179.3,86.05,9.05,36.49,540.16,2.52,107.13,,,,,,
,,,58.43,15.68,19.59,47.9,218.57,90.54,7.76,45.56,456.47,2.04,152.92,,,,,,
,,,58.45,17.3,24.0,43.69,219.94,102.71,7.88,36.38,476.3,2.4,108.1,,,,,,
,,,58.47,21.12,23.33,50.65,251.03,105.6,5.9,33.85,650.72,2.65,116.53,,,,,,
,,,58.48,11.7,25.43,36.87,249.22,89.67,6.39,41.56,345.13,2.57,79.7,,,,,,
,,,58.5,19.59,22.74,53.67,156.35,102.32,7.85,43.73,522.15,2.47,126.64,,,,,,
,,,58.52,25.94,23.08,32.91,163.63,120.28,6.42,24.93,568.33,1.96,73.47,,,,,,
,,,58.53,17.74,18.88,46.55,194.25,110.35,6.48,35.77,464.35,2.74,115.15,,,,,,
,,,58.55,14.5,22.69,34.75,249.13,106.72,6.98,43.27,573.23,2.91,105.16,,,,,,
,,,58.57,13.13,22.49,37.83,192.04,106.74,7.1,36.15,529.32,2.39,114.45,,,,,,
,,,58.58,19.07,21.48,34.59,204.56,103.0,6.62,43.36,552.57,2.38,100.6,,,,,,
,,,58.6,19.06,20.53,44.34,163.88,134.02,7.26,33.32,507.23,2.1,103.49,,,,,,
,,,58.62,18.09,26.19,41.21,219.53,123.88,7.13,40.47,446.91,2.02,86.06,,,,,,
,,,58.63,17.64,20.75,39.16,138.74,153.82,8.84,40.46,516.25,2.78,115.05,,,,,,
,,,58.65,19.09,25.21,42.93,175.5,96.25,5.69,28.99,391.13,2.83,118.88,,,,,,
,,,58.67,20.61,24.31,41.51,174.39,114.84,5.25,35.42,548.43,2.5,103.24,,,,,,
,,,58.68,20.77,19.95,49.27,182.78,108.33,6.85,37.36,575.25,2.22,123.06,,,,,,
,,,58.7,17.95,23.62,38.05,224.51,74.02,5.4,27.17,396.12,2.47,122.61,,,,,,
,,,58.72,18.45,21.76,43.88,166.12,141.03,5.57,35.44,466.71,2.51,137.96,,,,,,
,,,58.73,20.67,21.67,40.93,191.77,103.47,6.32,41.13,397.05,2.52,96.57,,,,,,
,,,58.75,16.76,23.19,49.84,226.5,146.3,6.3,35.11,554.59,2.16,118.45,,,,,,
,,,58.77,16.85,23.28,37.04,154.77,66.91,8.35,40.6,480.4,3.06,110.72,,,,,,
,,,58.78,18.48,19.9,39.55,237.97,94.54,7.08,30.98,456.17,2.16,85.55,,,,,,
,,,58.8,18.48,24.09,44.04,167.65,108.03,8.27,44.23,586.67,2.36,102.52,,,,,,
,,,58.82,24.26,19.28,43.19,210.95,129.38,8.49,32.82,612.19,1.78,92.65,,,,,,
,,,58.83,17.88,21.88,36.14,151.11,103.23,6.95,41.48,550.27,1.56,97.79,,,,,,
,,,58.85,15.03,19.55,48.43,214.32,108.46,7.52,39.05,544.76,1.77,121.86,,,,,,
,,,58.87,13.92,18.77,44.21,187.5,95.57,9.33,37.44,401.34,2.65,112.45,,,,,,
,,,58.88,17.52,22.79,28.97,196.15,88.49,6.71,39.03,568.21,1.99,88.25,,,,,,
,,,58.9,18.55,26.54,49.51,180.64,113.02,5.63,27.12,524.58,1.79,99.19,,,,,,
,,,58.92,18.91,22.95,38.95,213.78,117.0,7.92,38.47,525.16,2.54,111.4,,,,,,
,,,58.93,19.28,26.35,46.61,204.01,105.49,9.0,38.26,634.11,2.26,89.56,,,,,,
,,,58.95,20.41,21.65,48.06,270.89,109.35,8.11,46.28,439.0,2.29,116.76,,,,,,
,,,58.97,21.55,22.81,48.91,189.99,107.78,6.64,39.03,599.25,1.83,116.76,,,,,,
,,,58.98,24.22,25.02,46.89,153.73,106.16,5.29,39.64,466.82,2.03,85.38,,,,,,
,,,59.0,21.19,25.23,43.68,184.51,102.89,6.25,33.62,563.86,1.91,91.42,,,,,,
,,,59.02,16.05,22.83,37.22,183.8,100.59,5.57,29.16,496.23,2.66,87.42,,,,,,
,,,59.03,16.52,22.21,33.83,202.85,120.39,5.76,34.78,566.45,1.87,109.43,,,,,,
,,,59.05,21.38,28.75,50.98,210.47,102.01,6.91,32.56,474.36,2.02,128.17,,,,,,
,,,59.07,16.22,23.44,52.23,178.63,108.62,5.87,34.22,583.68,1.97,89.71,,,,,,
,,,59.08,18.33,19.03,48.1,160.88,118.31,8.11,30.02,427.1,2.56,154.12,,,,,,
,,,59.1,19.6,24.85,53.54,180.18,101.93,7.59,28.77,557.12,2.23,107.53,,,,,,
,,,59.12,19.25,22.23,40.44,224.4,125.72,5.7,43.86,507.68,2.48,115.6,,,,,,
,,,59.13,14.19,24.19,43.73,192.29,79.38,6.69,31.28,515.86,2.27,112.11,,,,,,
,,,59.15,21.63,27.39,45.96,245.46,126.14,5.99,40.95,488.38,2.26,86.98,,,,,,
,,,59.17,21.2,25.09,42.21,228.22,122.26,6.3,48.78,612.86,2.35,122.31,,,,,,
,,,59.18,17.23,21.26,38.76,216.81,131.96,6.96,39.51,623.66,2.06,116.03,,,,,,
,,,59.2,21.39,24.65,46.48,187.1,107.18,6.3,51.52,498.8,1.67,141.3,,,,,,
,,,59.22,23.13,21.48,45.35,208.24,98.53,7.96,39.42,496.61,2.88,106.84,,,,,,
,,,59.23,17.24,21.89,46.58,203.86,116.69,8.17,38.03,516.98,2.5,80.47,,,,,,
,,,59.25,19.49,21.7,41.28,169.37,125.15,7.12,38.76,581.8,2.18,111.02,,,,,,
,,,59.27,20.3,25.98,35.13,210.51,105.43,7.31,37.0,451.96,2.51,119.4,,,,,,
,,,59.28,18.7,16.97,40.27,187.94,130.86,6.7,49.06,596.06,2.32,103.18,,,,,,
,,,59.3,21.04,22.01,35.52,210.71,121.6,5.99,31.51,532.23,2.22,96.43,,,,,,
,,,59.32,16.74,18.9,42.5,158.43,146.82,8.36,43.03,538.08,1.92,121.13,,,,,,
,,,59.33,21.22,16.62,36.04,214.4,96.14,7.23,33.06,423.96,1.94,131.04,,,,,,
,,,59.35,12.29,14.6,41.89,163.65,105.24,7.89,28.68,589.3,2.21,139.35,,,,,,
,,,59.37,15.82,21.95,53.89,194.75,128.59,7.05,36.63,502.21,2.21,96.35,,,,,,
,,,59.38,16.51,22.78,31.18,206.91,106.1,6.06,39.83,476.58,2.28,126.37,,,,,,
,,,59.4,19.93,16.41,41.75,189.07,115.6,6.91,34.24,441.13,2.1,128.89,,,,,,
,,,59.42,15.33,21.03,39.38,184.56,103.7,7.22,28.23,570.71,2.07,130.04,,,,,,
,,,59.43,22.88,24.57,43.72,168.02,103.92,6.51,37.79,385.32,2.07,108.22,,,,,,
,,,59.45,17.07,26.58,52.94,219.59,131.41,5.67,33.48,463.12,2.46,136.92,,,,,,
,,,59.47,19.72,21.06,36.57,219.28,104.74,6.73,26.36,570.98,2.0,139.95,,,,,,
,,,59.48,16.58,24.36,35.89,152.72,120.55,6.45,34.28,476.85,2.31,128.28,,,,,,
,,,59.5,15.32,20.74,46.7,164.04,142.37,6.34,31.28,482.72,2.78,135.39,,,,,,
,,,59.52,16.68,21.84,39.2,190.59,123.74,6.47,43.6,544.71,2.6,122.45,,,,,,
,,,59.53,14.44,23.59,34.35,222.99,147.28,6.41,29.95,547.32,2.18,95.78,,,,,,
,,,59.55,15.91,31.61,52.25,182.67,117.17,6.15,30.71,624.15,2.29,120.85,,,,,,
,,,59.57,22.06,25.34,33.83,195.38,95.95,6.02,37.71,485.96,2.49,110.4,,,,,,
,,,59.58,12.0,20.24,39.09,204.44,107.26,7.4,40.22,431.11,2.08,160.39,,,,,,
,,,59.6,15.12,19.29,56.25,152.61,131.89,6.47,31.39,601.11,2.39,122.1,,,,,,
,,,59.62,19.7,16.81,34.75,194.41,104.7,5.78,39.29,649.68,2.29,111.36,,,,,,
,,,59.63,15.48,20.67,55.12,251.72,104.24,5.98,34.45,565.75,2.72,135.67,,,,,,
,,,59.65,22.27,23.9,55.21,162.19,99.62,6.19,42.94,505.11,2.35,143.18,,,,,,
,,,59.67,15.46,16.8,34.07,219.55,144.66,7.35,40.44,510.5,2.34,109.18,,,,,,
,,,59.68,16.57,27.46,43.3,233.51,130.03,9.28,49.11,500.58,2.43,112.11,,,,,,
,,,59.7,15.71,23.16,46.11,157.16,95.91,5.75,38.84,722.47,2.35,85.23,,,,,,
,,,59.72,16.13,18.87,30.46,195.78,115.32,7.29,33.11,361.87,2.53,127.3,,,,,,
,,,59.73,20.35,25.64,42.2,166.28,138.21,7.08,36.24,315.46,2.36,136.59,,,,,,
,,,59.75,10.72,24.94,51.65,201.06,122.95,8.44,41.9,508.08,2.23,125.93,,,,,,
,,,59.77,15.27,20.83,38.26,181.76,138.71,6.97,37.38,678.62,1.97,102.58,,,,,,
,,,59.78,19.97,22.4,44.01,193.38,112.83,8.9,29.8,420.02,2.54,119.26,,,,,,
,,,59.8,25.03,26.79,39.95,212.99,105.68,7.18,35.23,511.49,2.46,134.52,,,,,,
,,,59.82,21.72,20.1,40.78,162.18,100.7,8.4,28.24,529.64,2.12,103.34,,,,,,
,,,59.83,22.63,29.06,39.47,187.24,106.84,6.42,42.19,508.64,2.21,98.49,,,,,,
,,,59.85,15.4,20.86,43.24,245.96,91.93,6.86,41.01,583.87,2.35,122.26,,,,,,
,,,59.87,18.65,23.33,44.19,202.93,124.96,6.78,36.8,564.21,2.58,102.1,,,,,,
,,,59.88,17.77,18.6,52.62,177.31,121.87,7.36,41.44,639.56,2.63,129.14,,,,,,
,,,59.9,20.99,24.48,49.97,212.96,95.66,6.65,34.21,544.99,2.38,99.96,,,,,,
,,,59.92,23.34,17.46,50.91,216.17,126.1,5.69,35.72,531.81,2.18,138.0,,,,,,
,,,59.93,23.7,20.56,56.28,179.4,113.54,6.31,33.07,473.85,2.41,126.68,,,,,,
,,,59.95,15.85,22.86,40.66,189.88,137.98,7.85,47.62,595.54,2.15,142.47,,,,,,
,,,59.97,17.78,28.69,44.23,217.83,105.46,8.22,40.61,606.19,1.85,142.66,,,,,,
,,,59.98,16.65,21.53,47.33,190.13,115.41,6.8,45.29,689.08,2.36,111.29,,,,,,
,,,60.0,15.04,24.58,49.73,171.73,108.16,7.06,29.26,509.75,2.83,110.75,,,,,,
,,,60.02,16.69,24.52,48.21,228.95,98.01,7.42,35.62,563.69,2.07,127.68,,,,,,
,,,60.03,17.95,19.49,50.61,192.81,112.11,6.57,52.56,467.28,2.99,87.67,,,,,,
,,,60.05,22.48,19.26,49.92,190.58,80.93,7.91,45.99,435.04,2.23,95.3,,,,,,
,,,60.07,17.22,17.86,36.9,182.05,106.79,5.1,35.86,647.51,2.07,77.15,,,,,,
,,,60.08,14.05,15.58,47.91,198.42,117.46,7.05,32.47,482.76,2.17,94.05,,,,,,
,,,60.1,13.55,26.67,43.88,221.08,103.25,6.81,38.64,502.42,2.53,127.52,,,,,,
,,,60.12,15.99,21.53,47.44,187.69,149.69,5.89,31.33,502.57,1.71,109.87,,,,,,
,,,60.13,22.54,20.8,47.59,151.06,127.45,7.89,43.78,467.02,2.63,108.37,,,,,,
,,,60.15,22.73,20.41,36.24,217.17,113.05,7.31,33.71,521.46,2.33,120.19,,,,,,
,,,60.17,18.15,17.63,44.65,215.25,138.95,8.32,44.85,515.86,3.25,94.13,,,,,,
,,,60.18,15.41,25.87,44.33,197.04,115.55,7.66,36.88,582.53,2.5,132.65,,,,,,
,,,60.2,17.69,17.0,50.7,202.77,114.64,6.62,41.54,544.16,2.82,111.42,,,,,,
,,,60.22,21.94,21.63,43.73,213.54,103.18,5.4,30.6,553.92,1.95,137.74,,,,,,
,,,60.23,18.04,27.29,53.72,204.86,131.76,8.65,29.98,484.24,2.32,130.59,,,,,,
,,,60.25,17.72,18.9,42.94,228.17,122.59,6.5,22.63,427.31,2.07,84.0,,,,,,
,,,60.27,23.87,25.0,40.01,153.47,121.51,8.42,42.93,442.77,1.99,118.75,,,,,,
,,,60.28,21.05,23.26,49.11,167.34,104.52,6.62,31.05,360.46,2.66,111.1,,,,,,
,,,60.3,18.39,23.25,47.97,227.99,130.09,7.37,47.55,485.34,2.13,110.4,,,,,,
,,,60.32,17.55,22.86,47.38,261.53,129.85,6.65,35.54,552.37,2.34,113.32,,,,,,
,,,60.33,19.0,25.3,44.7,206.0,145.56,8.61,32.73,530.08,2.12,109.56,,,,,,
,,,60.35,21.04,25.66,43.0,181.15,93.37,6.93,33.09,406.38,2.42,118.49,,,,,,
,,,60.37,24.51,22.74,33.1,260.32,110.03,6.61,39.66,526.11,2.5,126.51,,,,,,
,,,60.38,18.54,27.22,46.87,184.6,117.41,5.62,47.14,379.72,2.35,120.96,,,,,,
,,,60.4,16.87,21.14,53.72,236.95,145.95,6.52,39.47,584.01,2.45,93.1,,,,,,
,,,60.42,17.72,23.97,47.34,181.97,92.54,5.75,43.04,591.22,2.15,99.83,,,,,,
,,,60.43,18.11,21.39,47.4,233.33,128.62,8.19,43.84,459.67,2.36,142.07,,,,,,
,,,60.45,18.42,18.82,47.7,247.29,111.5,7.78,47.04,436.38,2.95,128.41,,,,,,
,,,60.47,15.9,24.74,45.31,151.91,124.12,5.78,35.93,488.3,2.12,122.53,,,,,,
,,,60.48,19.85,23.15,42.14,174.34,112.53,4.93,40.06,537.84,2.41,116.51,,,,,,
,,,60.5,21.21,20.48,50.99,179.17,141.69,7.87,36.52,473.06,2.65,116.69,,,,,,
,,,60.52,16.66,22.57,47.04,160.98,115.16,6.7,43.86,419.86,2.45,125.95,,,,,,
,,,60.53,20.43,24.63,40.02,200.08,116.4,5.64,36.34,500.78,2.38,108.55,,,,,,
,,,60.55,23.02,21.89,53.02,146.64,133.11,6.19,45.33,646.58,2.46,133.53,,,,,,
,,,60.57,20.48,19.54,38.31,232.92,122.78,10.3,37.24,419.26,2.15,104.6,,,,,,
,,,60.58,18.18,19.04,52.06,183.85,120.46,6.66,34.78,506.06,2.18,144.69,,,,,,
,,,60.6,16.29,23.3,55.21,183.17,102.03,5.2,44.06,590.98,2.29,130.73,,,,,,
,,,60.62,15.74,24.26,35.04,136.58,124.39,7.27,46.69,581.0,1.96,86.81,,,,,,
,,,60.63,17.39,19.91,43.63,169.28,120.69,6.73,40.11,511.65,2.53,122.53,,,,,,
,,,60.65,19.64,21.07,34.24,193.24,116.2,5.8,41.14,438.24,2.47,109.41,,,,,,
,,,60.67,22.69,25.29,37.46,188.77,123.01,6.11,37.03,638.79,2.65,134.09,,,,,,
,,,60.68,22.2,23.66,45.79,208.22,126.25,6.83,41.8,605.81,2.59,128.13,,,,,,
,,,60.7,19.5,19.22,38.28,170.09,116.45,7.31,41.74,475.96,2.25,106.19,,,,,,
,,,60.72,15.6,26.16,54.43,222.23,114.91,6.76,39.74,480.72,2.37,105.21,,,,,,
,,,60.73,22.47,31.49,44.51,228.36,110.86,8.05,40.17,560.05,2.24,117.74,,,,,,
,,,60.75,18.57,31.56,35.15,251.62,133.49,8.62,41.71,517.56,1.9,125.77,,,,,,
,,,60.77,25.27,28.57,46.8,224.51,131.53,7.52,39.0,424.48,1.85,134.42,,,,,,
,,,60.78,20.99,30.4,48.96,147.53,97.52,5.88,31.78,589.49,1.91,104.6,,,,,,
,,,60.8,21.28,26.79,50.1,218.92,107.11,5.64,38.2,745.57,2.54,104.55,,,,,,
,,,60.82,21.26,20.8,44.0,256.67,89.8,7.35,44.24,413.91,2.1,124.83,,,,,,
,,,60.83,20.27,23.95,45.67,149.06,83.86,7.22,38.59,561.27,2.44,99.7,,,,,,
,,,60.85,20.52,19.74,50.7,222.95,114.89,6.52,34.22,567.99,1.97,104.18,,,,,,
,,,60.87,17.11,25.69,42.05,191.8,104.09,6.36,37.63,667.86,2.48,92.43,,,,,,
,,,60.88,21.97,24.1,42.46,203.82,148.45,8.28,33.37,493.46,2.32,130.19,,,,,,
,,,60.9,18.74,21.34,37.21,197.81,121.63,6.45,36.12,466.02,2.73,106.09,,,,,,
,,,60.92,25.94,24.2,48.91,140.72,108.53,6.12,37.87,585.48,2.34,115.46,,,,,,
,,,60.93,20.9,24.26,47.05,207.39,99.54,5.13,34.06,538.93,1.91,152.84,,,,,,
,,,60.95,21.92,29.48,41.42,261.25,113.68,5.69,40.52,543.24,2.39,133.83,,,,,,
,,,60.97,21.1,26.48,48.04,185.68,113.13,6.16,39.22,392.42,2.05,120.91,,,,,,
,,,60.98,23.15,26.38,49.48,202.64,141.14,8.22,39.58,460.32,2.73,131.63,,,,,,
,,,61.0,27.25,26.12,38.89,257.43,141.26,5.58,32.65,408.41,3.08,140.5,,,,,,
,,,61.02,15.94,23.75,44.48,210.86,122.9,5.55,39.38,581.16,2.85,131.28,,,,,,
,,,61.03,22.26,24.36,54.15,237.68,101.19,5.95,38.78,642.29,2.26,105.95,,,,,,
,,,61.05,21.96,17.25,48.31,244.73,106.91,7.33,30.71,582.07,2.3,102.33,,,,,,
,,,61.07,26.1,29.05,43.83,188.29,121.02,6.4,31.11,570.96,3.18,117.17,,,,,,
,,,61.08,19.41,22.74,40.27,250.43,137.3,5.57,29.02,479.58,1.98,121.97,,,,,,
,,,61.1,16.13,22.8,37.82,176.38,85.12,7.27,34.48,558.87,1.82,120.46,,,,,,
,,,61.12,23.09,24.07,40.87,195.39,106.99,6.39,33.08,368.06,2.43,111.34,,,,,,
,,,61.13,22.58,22.03,39.76,221.31,115.91,6.44,37.06,536.06,2.59,120.76,,,,,,
,,,61.15,18.99,22.79,41.8,197.71,76.51,7.37,36.61,471.42,2.12,129.4,,,,,,
,,,61.17,18.87,19.62,41.18,237.82,96.88,8.13,33.27,621.14,2.59,148.07,,,,,,
,,,61.18,27.1,19.35,39.9,163.9,108.44,7.05,33.27,468.13,2.55,120.42,,,,,,
,,,61.2,16.88,26.68,44.7,182.54,138.84,7.27,46.35,511.61,2.34,119.33,,,,,,
,,,61.22,18.41,23.6,46.95,202.68,112.32,7.13,36.52,460.19,2.36,119.86,,,,,,
,,,61.23,21.73,22.19,46.08,215.81,128.9,7.34,32.35,422.79,2.76,132.57,,,,,,
,,,61.25,19.02,30.41,52.99,155.2,97.86,7.08,33.26,341.19,2.03,135.63,,,,,,
,,,61.27,19.26,26.26,50.57,146.99,137.82,4.75,44.99,452.33,2.2,124.98,,,,,,
,,,61.28,16.89,19.4,46.1,219.94,109.08,7.5,36.84,499.62,2.35,120.91,,,,,,
,,,61.3,23.63,28.86,54.4,181.54,111.96,6.72,29.94,517.31,2.81,124.34,,,,,,
,,,61.32,22.37,23.78,41.74,237.97,129.13,8.61,32.58,454.0,2.78,98.98,,,,,,
,,,61.33,21.0,23.68,44.57,196.66,148.02,8.31,32.74,482.32,2.31,108.27,,,,,,
,,,61.35,17.87,27.85,48.98,192.58,111.61,6.84,30.98,593.57,2.15,113.13,,,,,,
