Time (h),OD 600,Product (kg),Time (h),DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h),Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,54.67,19.32,18.87,35.9,188.75,103.24,6.98,37.01,520.25,2.09,106.34,,,,,,
,,,54.68,17.96,18.87,35.9,188.78,103.24,7.52,37.01,520.11,2.09,106.34,,,,,,
,,,54.7,17.35,18.91,35.97,188.8,103.24,6.73,37,519.84,2.09,106.34,,,,,,
,,,54.72,17.04,18.92,36,188.83,103.32,6.76,37,519.54,2.09,106.42,,,,,,
,,,54.73,17.92,18.92,36,188.85,103.34,6.85,37,519.63,2.1,106.44,,,,,,
,,,54.75,17.07,18.92,36,188.88,103.35,7.55,37,519.49,2.1,106.45,,,,,,
,,,54.77,17.05,18.96,36.08,188.9,103.35,7.3,37,519.66,2.1,106.45,,,,,,
,,,54.78,16.85,18.97,36.1,188.93,103.43,7.49,36.99,520.22,2.1,106.53,,,,,,
,,,54.8,17.4,18.97,36.1,188.95,103.45,6.88,37,519.71,2.1,106.55,,,,,,
,,,54.82,18,18.97,36.1,188.98,103.45,6.67,37,519.4,2.1,106.55,,,,,,
,,,54.83,17.99,19.02,36.2,189,103.45,7.1,36.99,519.88,2.1,106.55,,,,,,
,,,54.85,17.42,19.02,36.2,189.03,103.55,7.43,36.99,519.62,2.1,106.66,,,,,,
,,,54.87,18.96,19.02,36.2,189.05,103.55,7.32,36.99,520.29,2.1,106.66,,,,,,
,,,54.88,19.08,19.03,36.21,189.08,103.55,7.17,37,519.99,2.1,106.66,,,,,,
,,,54.9,17.55,19.07,36.3,189.1,103.56,6.46,36.99,519.99,2.1,106.67,,,,,,
,,,54.92,19.38,19.07,36.3,189.13,103.65,6.17,36.99,519.94,2.1,106.76,,,,,,
,,,54.93,18.63,19.07,36.3,189.15,103.65,6.62,37,519.43,2.1,106.76,,,,,,
,,,54.95,18.79,19.09,36.33,189.18,103.65,7.02,37,520.09,2.11,106.76,,,,,,
,,,54.97,19,19.12,36.4,189.2,103.68,7.01,37.01,519.68,2.11,106.79,,,,,,
,,,54.98,20.25,19.12,36.4,189.23,103.76,7.41,37,519.73,2.11,106.87,,,,,,
,,,55,19.6,19.12,36.4,189.25,103.76,7.05,37.01,519.71,2.11,106.87,,,,,,
,,,55.02,18.6,19.14,36.44,189.28,103.76,7.04,37,519.98,2.11,106.87,,,,,,
,,,55.03,19.55,19.17,36.5,189.3,103.8,6.04,36.99,519.91,2.11,106.91,,,,,,
,,,55.05,18.36,19.17,36.5,189.33,103.86,7.55,36.99,519.6,2.11,106.98,,,,,,
,,,55.07,19.47,19.17,36.5,189.35,103.86,6.83,37,520.15,2.11,106.98,,,,,,
,,,55.08,18.54,19.2,36.56,189.38,103.86,7.17,37,519.45,2.11,106.98,,,,,,
,,,55.1,19.46,19.22,36.6,189.4,103.92,6.32,36.99,519.92,2.11,107.04,,,,,,
,,,55.12,19.21,19.22,36.6,189.43,103.96,7.38,36.99,519.76,2.11,107.08,,,,,,
,,,55.13,18.3,19.22,36.6,189.45,103.96,7.26,37,519.63,2.11,107.08,,,,,,
,,,55.15,19.49,19.26,36.68,189.48,103.96,6.79,37,519.37,2.11,107.08,,,,,,
,,,55.17,17.66,19.27,36.7,189.5,104.04,7.16,37,520.23,2.12,107.16,,,,,,
,,,55.18,17.77,19.27,36.7,189.53,104.07,6.22,37,520.22,2.12,107.19,,,,,,
,,,55.2,18.07,19.27,36.7,189.55,104.07,6.86,37.01,519.97,2.12,107.19,,,,,,
,,,55.22,19.52,19.32,36.8,189.58,104.07,6.44,37.01,519.5,2.12,107.19,,,,,,
,,,55.23,18.82,19.32,36.8,189.6,104.16,6.4,37.01,519.58,2.12,107.28,,,,,,
,,,55.25,18.43,19.32,36.8,189.63,104.17,6.78,37.01,520.02,2.12,107.3,,,,,,
,,,55.27,19.45,19.33,36.82,189.65,104.17,7.14,37.01,520.13,2.12,107.3,,,,,,
,,,55.28,18.57,19.37,36.9,189.68,104.19,6.76,37,520.16,2.12,107.32,,,,,,
,,,55.3,18.28,19.37,36.9,189.7,104.27,7.29,37,519.63,2.12,107.4,,,,,,
,,,55.32,19.32,19.37,36.9,189.73,104.27,6.92,37,519.79,2.12,107.4,,,,,,
,,,55.33,18.29,19.39,36.94,189.75,104.27,7.4,37,519.83,2.12,107.4,,,,,,
,,,55.35,18.07,19.42,37,189.78,104.32,6.67,37,519.53,2.12,107.45,,,,,,
,,,55.37,17.49,19.42,37,189.8,104.37,7.11,37,520,2.12,107.5,,,,,,
,,,55.38,19.2,19.42,37,189.83,104.37,6.83,37,519.86,2.12,107.5,,,,,,
,,,55.4,19.84,19.45,37.06,189.85,104.37,7.71,37,519.64,2.13,107.5,,,,,,
,,,55.42,19.36,19.47,37.1,189.88,104.44,7.07,37,519.72,2.13,107.57,,,,,,
,,,55.43,19.07,19.47,37.1,189.9,104.48,7.24,37,520.31,2.13,107.61,,,,,,
,,,55.45,19.39,19.47,37.1,189.93,104.48,7.19,37.01,520.11,2.13,107.61,,,,,,
,,,55.47,18.51,19.51,37.18,189.95,104.48,6.68,37,520.03,2.13,107.61,,,,,,
,,,55.48,19.05,19.52,37.2,189.98,104.55,7.14,37.01,520.27,2.13,107.69,,,,,,
,,,55.5,19.28,19.52,37.2,190,104.58,7.06,37,519.6,2.13,107.72,,,,,,
,,,55.52,18.08,19.52,37.2,190.03,104.58,6.71,37,519.68,2.13,107.72,,,,,,
,,,55.53,19.07,19.57,37.3,190.05,104.58,6.79,37,519.87,2.13,107.72,,,,,,
,,,55.55,17.33,19.57,37.3,190.08,104.68,7.51,37,520.08,2.13,107.82,,,,,,
,,,55.57,17.03,19.57,37.3,190.1,104.68,6.43,37,519.74,2.13,107.82,,,,,,
,,,55.58,16.06,19.58,37.32,190.13,104.68,7.1,37.01,520.01,2.13,107.82,,,,,,
,,,55.6,17.26,19.62,37.4,190.15,104.7,6.69,37,519.88,2.13,107.84,,,,,,
,,,55.62,16.99,19.62,37.4,190.18,104.78,7.47,37,519.85,2.13,107.92,,,,,,
,,,55.63,16.07,19.62,37.4,190.2,104.78,7.25,37.01,520.24,2.14,107.92,,,,,,
,,,55.65,18.91,19.65,37.45,190.23,104.79,6.94,37.01,519.45,2.14,107.93,,,,,,
,,,55.67,18.5,19.67,37.5,190.25,104.84,7.07,37.01,519.96,2.14,107.99,,,,,,
,,,55.68,18.36,19.67,37.5,190.28,104.89,6.56,37.01,520.06,2.14,108.04,,,,,,
,,,55.7,18.7,19.67,37.5,190.3,104.89,7.59,37,519.32,2.14,108.04,,,,,,
,,,55.72,17.19,19.7,37.56,190.33,104.89,7.19,37,519.37,2.14,108.04,,,,,,
,,,55.73,18.07,19.72,37.6,190.35,104.95,7.82,37,519.69,2.14,108.1,,,,,,
,,,55.75,19.57,19.72,37.6,190.38,104.99,7.34,37,519.73,2.14,108.14,,,,,,
,,,55.77,18.06,19.72,37.6,190.4,104.99,6.73,37,519.72,2.14,108.14,,,,,,
,,,55.78,18.96,19.76,37.68,190.43,104.99,6.48,37,519.74,2.14,108.14,,,,,,
,,,55.8,19.5,19.77,37.7,190.45,105.07,7.22,37,519.84,2.14,108.22,,,,,,
,,,55.82,18.46,19.77,37.7,190.48,105.09,6.51,37,519.45,2.14,108.24,,,,,,
,,,55.83,19.36,19.78,37.71,190.5,105.09,6.91,37,520.14,2.14,108.24,,,,,,
,,,55.85,19.29,19.82,37.8,190.53,105.1,7.06,37,519.82,2.14,108.25,,,,,,
,,,55.87,18.06,19.82,37.8,190.55,105.19,6.6,37,519.56,2.15,108.35,,,,,,
,,,55.88,17.97,19.82,37.8,190.58,105.2,6.6,37,519.33,2.15,108.36,,,,,,
,,,55.9,20.18,19.84,37.83,190.6,105.2,6.61,37,519.77,2.15,108.36,,,,,,
,,,55.92,19.19,19.87,37.9,190.63,105.23,6.95,37,519.55,2.15,108.39,,,,,,
,,,55.93,17.73,19.87,37.9,190.65,105.3,7.08,37,520.26,2.15,108.46,,,,,,
,,,55.95,17.62,19.87,37.9,190.68,105.3,7.5,37,520.2,2.15,108.46,,,,,,
,,,55.97,19.54,19.9,37.96,190.7,105.3,7.51,37,519.66,2.15,108.46,,,,,,
,,,55.98,19.36,19.92,38,190.73,105.36,7.33,37,520.07,2.15,108.52,,,,,,
,,,56,17.23,19.92,38,190.75,105.4,6.93,37,519.59,2.15,108.56,,,,,,
,,,56.02,18.29,19.92,38,190.78,105.4,7.32,37,519.96,2.15,108.56,,,,,,
,,,56.03,18.76,19.96,38.08,190.8,105.4,6.85,37,519.84,2.15,108.56,,,,,,
,,,56.05,18.13,19.97,38.1,190.83,105.48,7.69,36.99,519.93,2.15,108.64,,,,,,
,,,56.07,17.82,19.97,38.1,190.85,105.5,6.89,36.99,520.16,2.15,108.67,,,,,,
,,,56.08,18.96,19.98,38.12,190.88,105.5,6.45,36.99,519.55,2.15,108.67,,,,,,
,,,56.1,19.81,20.02,38.2,190.9,105.52,6.98,36.99,520.22,2.16,108.69,,,,,,
,,,56.12,20.08,20.02,38.2,190.93,105.61,6.63,36.99,519.94,2.16,108.78,,,,,,
,,,56.13,19.12,20.02,38.2,190.95,105.61,7.25,36.99,520.13,2.16,108.78,,,,,,
,,,56.15,18.31,20.05,38.25,190.98,105.61,7.15,36.99,519.44,2.16,108.78,,,,,,
,,,56.17,19.97,20.07,38.3,191,105.65,6.42,37,519.97,2.16,108.82,,,,,,
,,,56.18,19.88,20.07,38.3,191.03,105.71,6.55,36.99,520.16,2.16,108.88,,,,,,
,,,56.2,20.44,20.07,38.3,191.05,105.71,6.6,37,520,2.16,108.88,,,,,,
,,,56.22,20.13,20.11,38.38,191.08,105.71,6.99,37,519.78,2.16,108.88,,,,,,
,,,56.23,20.35,20.12,38.4,191.1,105.8,7.57,37,519.54,2.16,108.97,,,,,,
,,,56.25,20.53,20.12,38.4,191.13,105.81,6.66,37.01,519.34,2.16,108.98,,,,,,
,,,56.27,18.74,20.13,38.41,191.15,105.81,7.34,37,519.99,2.16,108.98,,,,,,
,,,56.28,19.08,20.17,38.5,191.18,105.83,6.7,37,519.38,2.16,109,,,,,,
,,,56.3,20.09,20.17,38.5,191.2,105.91,6.57,37,520.15,2.16,109.09,,,,,,
,,,56.32,19.62,20.17,38.5,191.23,105.91,7.41,37,519.6,2.16,109.09,,,,,,
,,,56.33,19.68,20.19,38.54,191.25,105.91,7.2,37,519.64,2.17,109.09,,,,,,
,,,56.35,19.64,20.22,38.6,191.28,105.96,7.16,37,519.81,2.17,109.14,,,,,,
,,,56.37,19.71,20.22,38.6,191.3,106.02,6.47,37.01,520.26,2.17,109.2,,,,,,
,,,56.38,20.17,20.22,38.6,191.33,106.02,6.36,37.02,520.3,2.17,109.2,,,,,,
,,,56.4,20.28,20.26,38.68,191.35,106.02,7.57,37.02,519.56,2.17,109.2,,,,,,
,,,56.42,19.96,20.27,38.7,191.38,106.1,6.82,37.01,519.43,2.17,109.28,,,,,,
,,,56.43,20.36,20.27,38.7,191.4,106.12,6.93,37.01,520.26,2.17,109.3,,,,,,
,,,56.45,19.66,20.28,38.71,191.43,106.12,6.54,37.01,520.03,2.17,109.3,,,,,,
,,,56.47,20.81,20.32,38.8,191.45,106.13,7,37,520.31,2.17,109.31,,,,,,
,,,56.48,20.07,20.32,38.8,191.48,106.22,6.97,36.99,520.24,2.17,109.41,,,,,,
,,,56.5,19.93,20.32,38.8,191.5,106.22,7.23,37,519.45,2.17,109.41,,,,,,
,,,56.52,19.06,20.34,38.84,191.53,106.22,6.86,37,519.86,2.17,109.41,,,,,,
,,,56.53,18.38,20.37,38.9,191.55,106.26,6.97,36.99,520,2.17,109.45,,,,,,
,,,56.55,19.52,20.37,38.9,191.58,106.32,7.09,37,520.09,2.17,109.51,,,,,,
,,,56.57,17.71,20.37,38.9,191.6,106.32,7.22,37.01,519.5,2.17,109.51,,,,,,
,,,56.58,19.02,20.41,38.97,191.63,106.32,6.46,37.01,519.56,2.18,109.51,,,,,,
,,,56.6,18.75,20.42,39,191.65,106.4,6.96,37.01,519.6,2.18,109.59,,,,,,
,,,56.62,19.15,20.42,39,191.68,106.43,6.96,37.01,519.72,2.18,109.62,,,,,,
,,,56.63,18.38,20.42,39,191.7,106.43,6.68,37.01,520.08,2.18,109.62,,,,,,
,,,56.65,19.42,20.47,39.1,191.73,106.43,6.71,37.01,520.01,2.18,109.62,,,,,,
,,,56.67,19.05,20.47,39.1,191.75,106.53,7.05,37,520.03,2.18,109.73,,,,,,
,,,56.68,20.19,20.47,39.1,191.78,106.53,6.54,37,519.83,2.18,109.73,,,,,,
,,,56.7,20.4,20.49,39.13,191.8,106.53,6.74,37,520.21,2.18,109.73,,,,,,
,,,56.72,20.06,20.52,39.2,191.83,106.56,6.93,37,519.51,2.18,109.76,,,,,,
,,,56.73,20.09,20.52,39.2,191.85,106.63,7.14,37,519.81,2.18,109.83,,,,,,
,,,56.75,18.96,20.52,39.2,191.88,106.63,7.46,37.01,520.1,2.18,109.83,,,,,,
,,,56.77,19.64,20.55,39.26,191.9,106.63,6.42,37.01,519.95,2.18,109.83,,,,,,
,,,56.78,19.24,20.57,39.3,191.93,106.69,6.91,37.01,520.3,2.18,109.89,,,,,,
,,,56.8,19.9,20.57,39.3,191.95,106.73,7.31,37.01,519.5,2.18,109.93,,,,,,
,,,56.82,19.83,20.57,39.3,191.98,106.73,6.65,37,519.66,2.19,109.93,,,,,,
,,,56.83,18.38,20.62,39.39,192,106.74,7.27,37.01,520.03,2.19,109.94,,,,,,
,,,56.85,20.73,20.62,39.4,192.03,106.82,7.34,37,519.59,2.19,110.02,,,,,,
,,,56.87,20.58,20.62,39.4,192.05,106.84,7.33,37,519.84,2.19,110.05,,,,,,
,,,56.88,20.8,20.63,39.42,192.08,106.84,7.6,37,519.35,2.19,110.05,,,,,,
,,,56.9,19,20.67,39.5,192.1,106.85,6.75,37,519.69,2.19,110.06,,,,,,
,,,56.92,20.93,20.67,39.5,192.13,106.94,7.15,37,520.31,2.19,110.15,,,,,,
,,,56.93,19.61,20.67,39.5,192.15,106.94,7.1,37,519.65,2.19,110.15,,,,,,
,,,56.95,21.41,20.69,39.54,192.18,106.94,7,36.99,519.47,2.19,110.15,,,,,,
,,,56.97,19.96,20.72,39.6,192.2,106.98,6.78,37,519.73,2.19,110.19,,,,,,
,,,56.98,22.82,20.72,39.6,192.23,107.04,7.05,37,519.94,2.19,110.25,,,,,,
,,,57,22.36,20.72,39.6,192.25,107.04,7.52,36.99,520.28,2.19,110.25,,,,,,
,,,57.02,20.08,20.76,39.67,192.28,107.04,6.83,36.99,520.23,2.19,110.25,,,,,,
,,,57.03,20.21,20.77,39.7,192.3,107.11,7.19,36.99,520.02,2.19,110.32,,,,,,
,,,57.05,19.03,20.77,39.7,192.33,107.14,6.82,36.99,519.57,2.19,110.35,,,,,,
,,,57.07,21.84,20.77,39.7,192.35,107.14,6.91,36.99,519.39,2.19,110.35,,,,,,
,,,57.08,19.44,20.82,39.8,192.38,107.14,7.18,36.99,519.99,2.2,110.35,,,,,,
,,,57.1,20.35,20.82,39.8,192.4,107.25,6.78,37,519.4,2.2,110.47,,,,,,
,,,57.12,20.56,20.82,39.8,192.43,107.25,6.88,37,520.14,2.2,110.47,,,,,,
,,,57.13,21.05,20.84,39.84,192.45,107.25,6.46,37,519.67,2.2,110.47,,,,,,
,,,57.15,20.8,20.87,39.9,192.48,107.29,6.5,37.01,519.98,2.2,110.51,,,,,,
,,,57.17,21.17,20.87,39.9,192.5,107.35,7.32,37.01,519.84,2.2,110.57,,,,,,
,,,57.18,21.28,20.87,39.9,192.53,107.35,7.05,37,519.54,2.2,110.57,,,,,,
,,,57.2,20.26,20.91,39.98,192.55,107.35,7.47,37,520.01,2.2,110.57,,,,,,
,,,57.22,20.57,20.92,40,192.58,107.43,7.26,37,519.55,2.2,110.65,,,,,,
,,,57.23,21.58,20.92,40,192.6,107.45,6.27,36.99,519.47,2.2,110.67,,,,,,
,,,57.25,19.94,20.93,40.01,192.63,107.45,6.79,36.99,519.9,2.2,110.67,,,,,,
,,,57.27,19.58,20.97,40.1,192.65,107.47,6.65,36.99,519.67,2.2,110.69,,,,,,
,,,57.28,19.17,20.97,40.1,192.68,107.55,6.73,37,520.08,2.2,110.78,,,,,,
,,,57.3,21.22,20.97,40.1,192.7,107.55,6.7,37,519.42,2.2,110.78,,,,,,
,,,57.32,20.54,21,40.15,192.73,107.55,7.02,37.01,519.83,2.2,110.78,,,,,,
,,,57.33,21.33,21.02,40.2,192.75,107.61,6.92,37.01,519.95,2.21,110.84,,,,,,
,,,57.35,21.22,21.02,40.2,192.78,107.66,7.15,37.01,519.37,2.21,110.89,,,,,,
,,,57.37,20.29,21.02,40.2,192.8,107.66,7.18,37.01,519.81,2.21,110.89,,,,,,
,,,57.38,20.26,21.07,40.29,192.83,107.66,6.75,37,519.6,2.21,110.89,,,,,,
,,,57.4,19.07,21.07,40.3,192.85,107.75,7.17,36.99,519.89,2.21,110.98,,,,,,
,,,57.42,20.68,21.07,40.3,192.88,107.76,6.91,37,519.55,2.21,110.99,,,,,,
,,,57.43,21.32,21.09,40.34,192.9,107.76,6.65,37,520.08,2.21,110.99,,,,,,
,,,57.45,20.22,21.12,40.4,192.93,107.8,7.44,37,519.63,2.21,111.03,,,,,,
,,,57.47,20.05,21.12,40.4,192.95,107.86,5.84,37,520.27,2.21,111.1,,,,,,
,,,57.48,19.58,21.12,40.4,192.98,107.86,7.31,37.01,519.91,2.21,111.1,,,,,,
,,,57.5,19.61,21.16,40.48,193,107.86,6.99,37.01,519.6,2.21,111.1,,,,,,
,,,57.52,20.63,21.17,40.5,193.03,107.95,6.94,37.01,519.33,2.21,111.19,,,,,,
,,,57.53,18.57,21.17,40.5,193.05,107.96,7.02,37.01,520.32,2.21,111.2,,,,,,
,,,57.55,19.1,21.18,40.52,193.08,107.96,6.83,37,519.36,2.21,111.2,,,,,,
,,,57.57,18.85,21.22,40.6,193.1,107.98,7.46,37,520.04,2.21,111.22,,,,,,
,,,57.58,17.31,21.22,40.6,193.13,108.06,6.26,37,519.53,2.21,111.3,,,,,,
,,,57.6,16.91,21.22,40.6,193.15,108.06,7.45,37,519.97,2.22,111.3,,,,,,
,,,57.62,18.55,21.25,40.66,193.18,108.07,7.31,37,519.71,2.22,111.31,,,,,,
,,,57.63,18.37,21.27,40.7,193.2,108.13,7.27,37.01,519.53,2.22,111.37,,,,,,
,,,57.65,18.72,21.27,40.7,193.23,108.17,6.82,37.01,519.51,2.22,111.42,,,,,,
,,,57.67,17.61,21.28,40.71,193.25,108.17,6.77,37.01,519.4,2.22,111.42,,,,,,
,,,57.68,19.41,21.32,40.8,193.28,108.17,6.96,37.01,519.66,2.22,111.42,,,,,,
,,,57.7,19,21.32,40.8,193.3,108.27,6.73,37.01,519.43,2.22,111.52,,,,,,
,,,57.72,19.13,21.32,40.8,193.33,108.27,6.21,37,519.99,2.22,111.52,,,,,,
,,,57.73,18.81,21.34,40.84,193.35,108.27,6.45,37,519.48,2.22,111.52,,,,,,
,,,57.75,18.69,21.37,40.9,193.38,108.31,7.2,37,519.84,2.22,111.56,,,,,,
,,,57.77,18.54,21.37,40.9,193.4,108.37,6.45,37,519.35,2.22,111.62,,,,,,
,,,57.78,19.63,21.37,40.9,193.43,108.37,6.7,37.01,519.77,2.22,111.62,,,,,,
,,,57.8,19.22,21.42,40.99,193.45,108.37,6.81,37.01,519.73,2.22,111.62,,,,,,
,,,57.82,18.3,21.42,41,193.48,108.46,6.36,37,520.15,2.22,111.71,,,,,,
,,,57.83,19.05,21.42,41,193.5,108.47,7.23,37,520.26,2.22,111.72,,,,,,
,,,57.85,19.39,21.44,41.04,193.53,108.47,6.18,37,519.54,2.22,111.72,,,,,,
,,,57.87,19.01,21.47,41.1,193.55,108.51,6.84,37.01,520.09,2.23,111.77,,,,,,
,,,57.88,19.85,21.47,41.1,193.58,108.58,6.77,37.01,519.64,2.23,111.84,,,,,,
,,,57.9,19.22,21.47,41.1,193.6,108.58,7.46,37.01,519.58,2.23,111.84,,,,,,
,,,57.92,18.88,21.51,41.18,193.63,108.58,7.14,37,519.69,2.23,111.84,,,,,,
,,,57.93,18.11,21.52,41.2,193.65,108.66,7.01,37,520.18,2.23,111.92,,,,,,
,,,57.95,19.09,21.52,41.2,193.68,108.68,6.4,37.01,519.33,2.23,111.94,,,,,,
,,,57.97,19.14,21.53,41.22,193.7,108.68,7.13,37,519.52,2.23,111.94,,,,,,
,,,57.98,18.68,21.57,41.3,193.73,108.7,6.47,37,519.98,2.23,111.96,,,,,,
,,,58,18.69,21.57,41.3,193.75,108.78,6.58,37,519.99,2.23,112.04,,,,,,
,,,58.02,18.73,21.57,41.3,193.78,108.78,5.95,36.99,519.52,2.23,112.04,,,,,,
,,,58.03,20.1,21.61,41.37,193.8,108.78,6.68,36.99,520.29,2.23,112.04,,,,,,
,,,58.05,18.66,21.62,41.4,193.83,108.85,6.34,36.99,519.48,2.23,112.12,,,,,,
,,,58.07,19.07,21.62,41.4,193.85,108.88,6.66,36.99,519.35,2.23,112.15,,,,,,
,,,58.08,19.1,21.63,41.42,193.88,108.88,7.18,36.99,520.24,2.23,112.15,,,,,,
,,,58.1,18.88,21.67,41.5,193.9,108.9,7.26,36.99,519.95,2.23,112.17,,,,,,
,,,58.12,20.01,21.67,41.5,193.93,108.98,7.49,37,519.89,2.23,112.25,,,,,,
,,,58.13,19.58,21.67,41.5,193.95,108.98,6.77,37,520.1,2.24,112.25,,,,,,
,,,58.15,19.89,21.71,41.57,193.98,108.99,7.4,37,519.7,2.24,112.26,,,,,,
,,,58.17,20.12,21.72,41.6,194,109.05,6.98,37,520.16,2.24,112.32,,,,,,
,,,58.18,19.9,21.72,41.6,194.03,109.09,7.17,36.99,520.14,2.24,112.36,,,,,,
,,,58.2,19.74,21.73,41.62,194.05,109.09,6.88,36.99,519.83,2.24,112.36,,,,,,
,,,58.22,18.91,21.77,41.7,194.08,109.11,7.46,37,520.27,2.24,112.38,,,,,,
,,,58.23,18.95,21.77,41.7,194.1,109.19,6.36,37,519.47,2.24,112.47,,,,,,
,,,58.25,20.5,21.77,41.7,194.13,109.19,6.9,37,520.16,2.24,112.47,,,,,,
,,,58.27,20.01,21.8,41.76,194.15,109.19,6.7,37,519.45,2.24,112.47,,,,,,
,,,58.28,19.06,21.82,41.8,194.18,109.26,6.19,37,519.94,2.24,112.54,,,,,,
,,,58.3,19.6,21.82,41.8,194.2,109.29,6.7,37.01,520.08,2.24,112.57,,,,,,
,,,58.32,19.43,21.82,41.8,194.23,109.29,7.3,37,520.26,2.24,112.57,,,,,,
,,,58.33,20.59,21.87,41.9,194.25,109.3,8.07,37,519.92,2.24,112.58,,,,,,
,,,58.35,19.76,21.87,41.9,194.28,109.39,6.52,36.99,519.78,2.24,112.67,,,,,,
,,,58.37,19.51,21.87,41.9,194.3,109.39,7.04,37,519.44,2.24,112.67,,,,,,
,,,58.38,18.95,21.89,41.94,194.33,109.39,7.2,37,519.37,2.24,112.67,,,,,,
,,,58.4,18.51,21.92,42,194.35,109.44,6.93,37,519.51,2.25,112.72,,,,,,
,,,58.42,18.98,21.92,42,194.38,109.5,7.57,37,520.04,2.25,112.79,,,,,,
,,,58.43,18.94,21.92,42,194.4,109.5,6.95,36.99,519.76,2.25,112.79,,,,,,
,,,58.45,19.63,21.97,42.09,194.43,109.5,7.2,37,519.64,2.25,112.79,,,,,,
,,,58.47,20.07,21.97,42.1,194.45,109.59,7.05,37,520.15,2.25,112.88,,,,,,
,,,58.48,19.38,21.97,42.1,194.48,109.6,6.18,37.01,519.95,2.25,112.89,,,,,,
,,,58.5,19.87,21.99,42.13,194.5,109.6,7.17,37,519.66,2.25,112.89,,,,,,
,,,58.52,19.46,22.02,42.2,194.53,109.63,7.15,37,519.83,2.25,112.92,,,,,,
,,,58.53,18.05,22.02,42.2,194.55,109.7,7.03,36.99,519.71,2.25,112.99,,,,,,
,,,58.55,17.08,22.02,42.2,194.58,109.7,6.94,37,519.8,2.25,112.99,,,,,,
,,,58.57,16.56,22.06,42.28,194.6,109.7,7.07,37.01,519.69,2.25,112.99,,,,,,
,,,58.58,17.47,22.07,42.3,194.63,109.78,6.86,37.01,520.24,2.25,113.07,,,,,,
,,,58.6,17.33,22.07,42.3,194.65,109.8,6.51,37.01,520.26,2.25,113.09,,,,,,
,,,58.62,17,22.08,42.31,194.68,109.8,6.59,37.01,520.13,2.25,113.09,,,,,,
,,,58.63,16.27,22.12,42.4,194.7,109.81,7.69,37.01,520.01,2.25,113.1,,,,,,
,,,58.65,17.03,22.12,42.4,194.73,109.9,6.63,37.01,519.87,2.25,113.2,,,,,,
,,,58.67,18.04,22.12,42.4,194.75,109.9,7.59,37.02,519.53,2.26,113.2,,,,,,
,,,58.68,18.64,22.14,42.44,194.78,109.91,7.17,37.01,520.15,2.26,113.21,,,,,,
,,,58.7,18.25,22.17,42.5,194.8,109.95,6.83,37.01,519.63,2.26,113.25,,,,,,
,,,58.72,17.06,22.17,42.5,194.83,110.01,6.72,37,520.2,2.26,113.31,,,,,,
,,,58.73,16.87,22.17,42.5,194.85,110.01,6.87,36.99,519.51,2.26,113.31,,,,,,
,,,58.75,17.9,22.21,42.57,194.88,110.01,6.92,36.99,519.5,2.26,113.31,,,,,,
,,,58.77,17.18,22.22,42.6,194.9,110.08,7.09,36.99,520.27,2.26,113.38,,,,,,
,,,58.78,16.83,22.22,42.6,194.93,110.11,7.43,37,519.59,2.26,113.41,,,,,,
,,,58.8,18.44,22.23,42.61,194.95,110.11,7.2,37,519.75,2.26,113.41,,,,,,
,,,58.82,19.48,22.27,42.7,194.98,110.11,7.18,37.01,519.97,2.26,113.41,,,,,,
,,,58.83,19.3,22.27,42.7,195,110.21,7.19,37.01,519.78,2.26,113.52,,,,,,
,,,58.85,17.71,22.27,42.7,195.03,110.21,7.49,37.01,519.85,2.26,113.52,,,,,,
,,,58.87,18.27,22.3,42.75,195.05,110.21,7.28,37.01,520.16,2.26,113.52,,,,,,
,,,58.88,17.51,22.32,42.8,195.08,110.26,7.15,37,519.4,2.26,113.57,,,,,,
,,,58.9,18.74,22.32,42.8,195.1,110.31,7.08,37,519.93,2.26,113.62,,,,,,
,,,58.92,19.44,22.32,42.8,195.13,110.31,7.65,37,520.15,2.26,113.62,,,,,,
,,,58.93,18.8,22.36,42.88,195.15,110.31,7.2,37,519.99,2.26,113.62,,,,,,
,,,58.95,18.23,22.37,42.9,195.18,110.39,7.16,37,520.19,2.27,113.7,,,,,,
,,,58.97,19.84,22.37,42.9,195.2,110.42,7.24,37.01,520.31,2.27,113.73,,,,,,
,,,58.98,18.81,22.38,42.92,195.23,110.42,6.71,37.01,520.26,2.27,113.73,,,,,,
,,,59,18.69,22.42,43,195.25,110.43,6.72,37,519.51,2.27,113.74,,,,,,
,,,59.02,19.28,22.42,43,195.28,110.52,6.65,37,520.29,2.27,113.84,,,,,,
,,,59.03,19.09,22.42,43,195.3,110.52,7.22,37,519.81,2.27,113.84,,,,,,
,,,59.05,17.95,22.44,43.04,195.33,110.52,6.43,37,520.26,2.27,113.84,,,,,,
,,,59.07,18.41,22.47,43.1,195.35,110.56,6.79,36.99,519.71,2.27,113.88,,,,,,
,,,59.08,19.07,22.47,43.1,195.38,110.62,7.06,37,520.27,2.27,113.94,,,,,,
,,,59.1,17.91,22.47,43.1,195.4,110.62,6.76,37,519.9,2.27,113.94,,,,,,
,,,59.12,18.93,22.51,43.18,195.43,110.62,7.18,37,520.04,2.27,113.94,,,,,,
